param,probe_block,experiment,baseline,perturbed,dscore
ePKA+RG.Km,Receptors_MAPK,Emery2012_Fig1B.json,0.27844,0.216982,-0.061458
ePKA+DHPGR.kcat,Receptors_MAPK,Emery2012_Fig1B.json,0.27844,0.217067,-0.061373
ePKA+RG.kcat,Receptors_MAPK,Emery2012_Fig1B.json,0.27844,0.217225,-0.061215
ePKA+DHPGR.kcat,Receptors_protein,Dastidar2020_3C_NMDA.json,0.277397,0.278958,0.001561
ePKA+RG.Km,Receptors_protein,Dastidar2020_3C_NMDA.json,0.277397,0.276615,-0.000782
ePKA+RG.kcat,Receptors_protein,Dastidar2020_3C_NMDA.json,0.277397,0.276884,-0.000512
ePKA+RG.Km,Receptors_protein,Jeon2012_Fig1C_FMRP.json,0.607635,0.607315,-0.00032
Epib2ARp1_deph.Km,PKA,Heubach2004_Table1.json,0.061988,0.061672,-0.000316
ePKA+RG.kcat,Receptors_protein,Jeon2012_Fig1C_FMRP.json,0.607635,0.60736,-0.000275
Epib2ARp2_deph.Km,PKA,Heubach2004_Table1.json,0.061988,0.061768,-0.00022
ePKA+DHPGR.kcat,Receptors_MAPK,Ji2010_Fig1B_ERK_gradient.json,0.43685,0.436647,-0.000204
ePKA+RG.kcat,Receptors_MAPK,Kaphzan2007_Fig1A.json,0.034946,0.035143,0.000197
ePKA+DHPGR.kcat,Receptors_protein,Jeon2012_Fig1C_FMRP.json,0.607635,0.607444,-0.000192
Epib2ARp1_deph.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061799,-0.000189
b2ARp2barr2p_deph.Km,PKA,Heubach2004_Table1.json,0.061988,0.061801,-0.000187
Epib2ARp1+barr2.tau,PKA,Heubach2004_Table1.json,0.061988,0.061806,-0.000182
ePKA+DHPGR.kcat,Receptors_MAPK,Abe2000_Fig1A.json,0.510028,0.510176,0.000148
eGRK5+Epi_b2AR.Km,PKA,Heubach2004_Table1.json,0.061988,0.062123,0.000135
Epib2ARp2_deph.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061862,-0.000126
ePKA+RG.kcat,Receptors_S6K,Ru2012_Fig1A.json,0.212594,0.212482,-0.000112
ePKA+RG.Km,Receptors_S6K,Ru2012_Fig1A.json,0.212594,0.212485,-0.000109
ePKA+RG.Km,Receptors_MAPK,Abe2000_Fig1A.json,0.510028,0.509924,-0.000104
ePKA+DHPGR.Km,Receptors_MAPK,Aditi_ERK.json,0.354858,0.35496,0.000102
eGRK2+Epi_b2AR.Km,PKA,Heubach2004_Table1.json,0.061988,0.062079,9.1e-05
Epib2ARp1+barr2.Kd,PKA,Heubach2004_Table1.json,0.061988,0.062072,8.4e-05
Epib2ARp2+barr2.tau,PKA,Heubach2004_Table1.json,0.061988,0.061907,-8.1e-05
ePKA+RG.Km,Receptors_MAPK,Mao2005_Fig4.json,0.526659,0.526739,8e-05
ePKA+RG.kcat,Receptors_MAPK,Mao2005_Fig4.json,0.526659,0.526735,7.6e-05
Intb2ARp1_deph.Km,PKA,Heubach2004_Table1.json,0.061988,0.061916,-7.2e-05
ePKA+RG.kcat,Receptors_MAPK,Sethna2016_Fig1A.json,0.536107,0.536171,6.4e-05
ePKA+RG.Km,Receptors_MAPK,Gottschalk1999_Fig1D.json,0.352931,0.352872,-5.8e-05
eGRK5+Epi_b2AR.kcat,PKA,Heubach2004_Table1.json,0.061988,0.062041,5.3e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Gottschalk1999_Fig1D.json,0.352931,0.352877,-5.3e-05
ePKA+RG.kcat,Receptors_MAPK,BarnesSA2015_Fig3Eii_WT.json,0.431367,0.431315,-5.1e-05
ePKA+RG.kcat,Receptors_MAPK,Osterweil2010_Fig2D_ERK.json,0.449975,0.449925,-5e-05
ePKA+DHPGR.Km,Receptors_MAPK,Page2006_Fig4C.json,0.318615,0.318664,4.9e-05
ePKA+DHPGR.kcat,Receptors_MAPK,ZhouY2010_Fig3C.json,0.29159,0.291544,-4.5e-05
ePKA+RG.kcat,Receptors_MAPK,Ji2010_Fig1B_ERK_acute.json,0.653405,0.65336,-4.5e-05
ePKA+DHPGR.kcat,Receptors_S6K,Ru2012_Fig1A.json,0.212594,0.21255,-4.4e-05
ePKA+RG.kcat,Receptors_MAPK,Gottschalk1999_Fig1D.json,0.352931,0.35289,-4.1e-05
ePKA+RG.Km,Receptors_MAPK,Ji2010_Fig1B_ERK_acute.json,0.653405,0.653366,-4e-05
ePKA+RG.kcat,Receptors_MAPK,Zhu2017_Fig2C.json,0.11559,0.11563,4e-05
ePKA+RG.kcat,Receptors_MAPK,Abe2000_Fig1B.json,0.606374,0.606335,-3.9e-05
ePKA+RG.Km,Receptors_MAPK,ZhouY2010_Fig3C.json,0.29159,0.291551,-3.8e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Nicodemo2010_Fig5A.json,0.273438,0.273402,-3.6e-05
eGRK2+Epi_b2AR.kcat,PKA,Heubach2004_Table1.json,0.061988,0.062023,3.4e-05
ePKA+RG.Km,Receptors_MAPK,Zhu2017_Fig2C.json,0.11559,0.115624,3.4e-05
ePKA+DHPGR.Km,Receptors_MAPK,Mao2005_Fig4.json,0.526659,0.526692,3.3e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Mao2005_Fig4.json,0.526659,0.526692,3.3e-05
ePKA+RG.kcat,Receptors_MAPK,Uematsu2015_Fig3F.json,0.154001,0.154033,3.2e-05
Epib2ARp2+barr2.Kd,PKA,Heubach2004_Table1.json,0.061988,0.062019,3.1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Sethna2016_Fig1A.json,0.536107,0.536077,-3e-05
ePKA+RG.Km,Receptors_MAPK,Kaphzan2007_Fig1A.json,0.034946,0.034976,3e-05
ePKA+RG.kcat,Receptors_S6K,Troca-Martin2011_Fig2C.json,0.210929,0.210958,3e-05
ePKA+RG.kcat,Receptors_protein,Osterweil2010_Fig1G.json,0.112814,0.112844,3e-05
ePKA+RG.Km,Receptors_S6K,Antion2008_Fig6D_DHPG_Rapamycin.json,0.208294,0.208323,2.9e-05
ePKA+RG.kcat,Receptors_MAPK,Abe2000_Fig1A.json,0.510028,0.509999,-2.9e-05
ePKA+RG.kcat,Receptors_MAPK,Page2006_Fig4C.json,0.318615,0.318644,2.9e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Aditi_ERK.json,0.354858,0.35483,-2.8e-05
ePKA+RG.Km,Receptors_MAPK,Gu2004_Fig3B.json,0.635696,0.635668,-2.8e-05
ePKA+RG.kcat,Receptors_MAPK,Sethna2016_Fig1C.json,0.260798,0.260826,2.8e-05
ePKA+RG.kcat,Receptors_protein,BarnesSA2015_Fig3D_WT.json,0.19352,0.193546,2.6e-05
ePKA+RG.Km,Receptors_MAPK,Sethna2016_Fig1C.json,0.260798,0.260822,2.4e-05
ePKA+RG.Km,Receptors_MAPK,Queipo2018_Fig2.json,0.690168,0.690145,-2.3e-05
ePKA+RG.kcat,Receptors_MAPK,Gottschalk1999_Fig1C.json,0.310914,0.310892,-2.3e-05
ePKA+RG.kcat,Receptors_MAPK,Queipo2018_Fig2.json,0.690168,0.690144,-2.3e-05
ePKA+DHPGR.kcat,Receptors_S6K,ZhouX2010_Fig1B.json,0.618312,0.618291,-2.2e-05
ePKA+RG.Km,Receptors_MAPK,Abe2000_Fig1B.json,0.606374,0.606396,2.2e-05
ePKA+RG.Km,Receptors_MAPK,Shah2003_Fig1B.json,0.506126,0.506104,-2.2e-05
ePKA+RG.kcat,Receptors_MAPK,Uematsu2015_Fig3B.json,0.488983,0.489005,2.2e-05
ePKA+RG.kcat,Receptors_MAPK,Nicodemo2010_Fig5A.json,0.273438,0.273417,-2.1e-05
ePKA+RG.kcat,Receptors_S6K,ZhouX2010_Fig1B.json,0.618312,0.618291,-2.1e-05
ePKA+RG.kcat,Receptors_protein,Bhattacharya2016_Fig1C.json,0.423272,0.423251,-2.1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Page2006_Fig4C.json,0.318615,0.318596,-2e-05
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG_LY294002.json,0.060039,0.060059,2e-05
ePKA+RG.Km,Receptors_MAPK,Robinet2010_Fig5A.json,0.606743,0.606722,-2e-05
ePKA+RG.Km,Receptors_S6K,ZhouX2010_Fig1B.json,0.618312,0.618292,-2e-05
ePKA+RG.kcat,Receptors_MAPK,Robinet2010_Fig5A.json,0.606743,0.606722,-2e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Uematsu2015_Fig3B.json,0.488983,0.488963,-1.9e-05
ePKA+RG.Km,Receptors_MAPK,Genheden2015_Fig2C.json,0.71595,0.715931,-1.9e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Numakawa2009_FigS8C.json,0.472866,0.472884,1.8e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Teng1995_Fig9A.json,0.69061,0.690592,-1.8e-05
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig6B_DHPG_U0126.json,0.379135,0.379116,-1.8e-05
ePKA+RG.Km,Receptors_MAPK,Teng1995_Fig9A.json,0.69061,0.690593,-1.8e-05
ePKA+RG.kcat,Receptors_S6K,Lenz2005_Fig1C_S6K_BDNF.json,0.543834,0.543816,-1.8e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Uematsu2015_Fig3F.json,0.154001,0.153984,-1.7e-05
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig6B_DHPG_U0126.json,0.379135,0.379118,-1.7e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Kaphzan2007_Fig1A.json,0.034946,0.03493,-1.6e-05
ePKA+DHPGR.kcat,Receptors_S6K,Lenz2005_Fig1C_S6K_BDNF.json,0.543834,0.543818,-1.5e-05
ePKA+RG.Km,Receptors_MAPK,Nicodemo2010_Fig5A.json,0.273438,0.273453,1.5e-05
ePKA+RG.kcat,Receptors_MAPK,Ji2010_Fig1B_ERK_gradient.json,0.43685,0.436865,1.5e-05
ePKA+RG.kcat,Receptors_MAPK,Shah2003_Fig1B.json,0.506126,0.506111,-1.5e-05
Intb2ARp1_deph.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061974,-1.4e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Gottschalk1999_Fig1C.json,0.310914,0.310901,-1.4e-05
eGRK5+Iso_b2AR.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229963,-1.3e-05
ePKA+DHPGR.Km,Receptors_S6K,Aditi_S6K.json,0.090683,0.09067,-1.3e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Abe2000_Fig1B.json,0.606374,0.606361,-1.3e-05
ePKA+RG.Km,Receptors_MAPK,Tucker1993_Fig7.json,0.518145,0.518158,1.3e-05
ePKA+RG.kcat,Receptors_MAPK,ZhouY2010_Fig3C.json,0.29159,0.291576,-1.3e-05
ePKA+DHPGR.Km,Receptors_MAPK,Uematsu2015_Fig3F.json,0.154001,0.154013,1.2e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Zhu2017_Fig2C.json,0.11559,0.115602,1.2e-05
ePKA+DHPGR.kcat,Receptors_S6K,ZhouX2010_Fig1A.json,0.299631,0.299619,-1.2e-05
ePKA+RG.Km,Receptors_S6K,Antion2008_Fig6B_DHPG_U0126.json,0.379135,0.379123,-1.2e-05
ePKA+RG.Km,Receptors_protein,Bhattacharya2016_Fig1C.json,0.423272,0.42326,-1.2e-05
Epib2ARp1+barr2.tau,PKA,Uematsu2015_Fig2E.json,0.229976,0.229965,-1.1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Cardone2004_Fig5D.json,0.221883,0.221894,1.1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Zhang2016_Fig7C.json,0.376236,0.376225,-1.1e-05
ePKA+RG.kcat,Receptors_MAPK,Gottschalk1999_Fig2A.json,0.263579,0.263569,-1.1e-05
Isob2ARp2_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229966,-1e-05
ePKA+DHPGR.Km,Receptors_MAPK,Nicodemo2010_Fig5A.json,0.273438,0.273448,1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Robinet2010_Fig5A.json,0.606743,0.606732,-1e-05
ePKA+DHPGR.kcat,Receptors_MAPK,Queipo2018_Fig2.json,0.690168,0.690158,-1e-05
ePKA+DHPGR.kcat,Receptors_S6K,Troca-Martin2011_Fig2C.json,0.210929,0.210918,-1e-05
ePKA+RG.Km,Receptors_MAPK,Uematsu2015_Fig3B.json,0.488983,0.488973,-1e-05
ePKA+RG.Km,Receptors_S6K,Lenz2005_Fig1C_S6K_BDNF.json,0.543834,0.543823,-1e-05
ePKA+RG.Km,Receptors_S6K,ZhouX2010_Fig1A.json,0.299631,0.299641,1e-05
ePKA+RG.Km,Receptors_protein,Osterweil2010_Fig4.json,0.162885,0.162894,1e-05
ePKA+RG.kcat,Receptors_MAPK,Kaphzan2006_Fig1B.json,0.273901,0.273891,-1e-05
ePKA+RG.kcat,Receptors_S6K,ZhouX2010_Fig1A.json,0.299631,0.299641,1e-05
ePKA+DHPGR.Km,Receptors_MAPK,Sethna2016_Fig1A.json,0.536107,0.536098,-9e-06
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig6B_DHPG_U0126.json,0.379135,0.379126,-9e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Antion2008_Fig1B_pERK2.json,0.255879,0.255869,-9e-06
ePKA+DHPGR.kcat,Receptors_S6K,Schratt2004_Fig8C_S6K.json,0.509849,0.50984,-9e-06
ePKA+RG.Km,Receptors_MAPK,Aditi_ERK.json,0.354858,0.354849,-9e-06
ePKA+RG.Km,Receptors_S6K,Troca-Martin2011_Fig2C.json,0.210929,0.21092,-9e-06
ePKA+RG.kcat,Receptors_MAPK,Gu2004_Fig3B.json,0.635696,0.635687,-9e-06
ePKA+RG.kcat,Receptors_MAPK,Antion2008_Fig1B_pERK2.json,0.255879,0.255887,9e-06
ePKA+RG.kcat,Receptors_MAPK,Kim2008_Fig1A.json,0.202756,0.202747,-9e-06
ePKA+RG.kcat,Receptors_S6K,Bateup2011_Fig1B_pS6K.json,0.21964,0.219649,9e-06
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig6B_DHPG.json,0.273816,0.273825,9e-06
ePKA+RG.kcat,Receptors_protein,Osterweil2010_Fig4.json,0.162885,0.162894,9e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Genheden2015_Fig2C.json,0.71595,0.715942,-8e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Gu2004_Fig3B.json,0.635696,0.635688,-8e-06
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG_Rapamycin.json,0.208294,0.208301,8e-06
ePKA+RG.Km,Receptors_MAPK,Uematsu2015_Fig3F.json,0.154001,0.153993,-8e-06
b2ARp2barr2p_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229983,7e-06
ePKA+DHPGR.Km,Receptors_MAPK,Kim2008_Fig1A.json,0.202756,0.202763,7e-06
ePKA+DHPGR.kcat,Receptors_protein,Gross2010_Fig5D_APV.json,0.081908,0.081901,-7e-06
ePKA+RG.Km,Receptors_MAPK,Page2006_Fig4C.json,0.318615,0.318623,7e-06
ePKA+RG.Km,Receptors_MAPK,Sethna2016_Fig1A.json,0.536107,0.5361,-7e-06
ePKA+RG.Km,Receptors_S6K,Lenz2005_Fig1C_S6K_NMDA.json,0.403164,0.403171,7e-06
ePKA+RG.Km,Receptors_protein,Auerbach2011_Fig2I_WT.json,0.061719,0.061726,7e-06
ePKA+RG.Km,Receptors_protein,Gross2010_Fig5D_APV.json,0.081908,0.081901,-7e-06
ePKA+RG.kcat,Receptors_MAPK,Genheden2015_Fig2C.json,0.71595,0.715943,-7e-06
ePKA+RG.kcat,Receptors_S6K,Schratt2004_Fig8C_S6K.json,0.509849,0.509841,-7e-06
Epib2ARp1+barr2.Kd,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Epib2ARp1_barr2_internalize.Kf,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Epib2ARp1_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Epib2ARp1_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Epib2ARp2+barr2.tau,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Epib2ARp2_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp1+barr2.tau,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp1_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp1_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp2+barr2.Kd,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp2+barr2.tau,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp2_barr2_internalize.Kf,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
Isob2ARp2_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
b2ARp2barr2p_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
eGRK2+Iso_b2AR.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229982,6e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Gottschalk1999_Fig2A.json,0.263579,0.263573,-6e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Tucker1993_Fig7.json,0.518145,0.518139,-6e-06
ePKA+RG.Km,Receptors_MAPK,Gottschalk1999_Fig1C.json,0.310914,0.310908,-6e-06
ePKA+RG.kcat,Receptors_MAPK,Teng1995_Fig9A.json,0.69061,0.690604,-6e-06
ePKA+RG.kcat,Receptors_MAPK,Aditi_ERK.json,0.354858,0.354852,-6e-06
ePKA+RG.kcat,Receptors_protein,Gross2010_Fig5D_APV.json,0.081908,0.081914,6e-06
Epib2ARp2_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229981,5e-06
Isob2ARp1_barr2_internalize.Kf,PKA,Uematsu2015_Fig2E.json,0.229976,0.229981,5e-06
eGRK2+Iso_b2AR.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229981,5e-06
eGRK5+Epi_b2AR.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229981,5e-06
eGRK5+Iso_b2AR.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229981,5e-06
ePKA+DHPGR.kcat,Receptors_S6K,Bateup2011_Fig1B_pS6K.json,0.21964,0.219635,-5e-06
ePKA+DHPGR.kcat,Receptors_S6K,Takei2004_Fig4B_pS6K.json,0.295503,0.295498,-5e-06
ePKA+DHPGR.kcat,Receptors_S6K,Aditi_S6K.json,0.090683,0.090678,-5e-06
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig6B_DHPG.json,0.273816,0.273811,-5e-06
ePKA+DHPGR.kcat,Receptors_S6K,Lenz2005_Fig1C_S6K_NMDA.json,0.403164,0.403169,5e-06
ePKA+RG.Km,Receptors_MAPK,BarnesSA2015_Fig3Eii_WT.json,0.431367,0.431372,5e-06
ePKA+RG.Km,Receptors_MAPK,Kim2008_Fig1A.json,0.202756,0.202751,-5e-06
ePKA+RG.Km,Receptors_MAPK,Osterweil2010_Fig2D_ERK.json,0.449975,0.44998,5e-06
ePKA+RG.Km,Receptors_S6K,Antion2008_Fig6D_DHPG.json,0.184359,0.184364,5e-06
ePKA+RG.kcat,Receptors_MAPK,Lenz2005_Fig1C_ERK_BDNF.json,0.482511,0.482506,-5e-06
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG_Rapamycin.json,0.208294,0.208298,5e-06
Epib2ARp2+barr2.Kd,PKA,Uematsu2015_Fig2E.json,0.229976,0.22998,4e-06
Isob2ARp1+barr2.Kd,PKA,Uematsu2015_Fig2E.json,0.229976,0.22998,4e-06
Intb2ARp1_deph.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.22998,4e-06
b2ARp2barr2p_dissoc.Kf,PKA,Uematsu2015_Fig2E.json,0.229976,0.22998,4e-06
ePKA+DHPGR.kcat,Receptors_protein,Osterweil2010_Fig4.json,0.162885,0.162889,4e-06
ePKA+RG.Km,Receptors_MAPK,Antion2008_Fig1B_pERK2.json,0.255879,0.255883,4e-06
ePKA+RG.Km,Receptors_S6K,Sethna2016_Fig1D.json,0.383,0.382995,-4e-06
ePKA+RG.kcat,Receptors_MAPK,Auerbach2011_Fig1D_WT.json,0.512155,0.512151,-4e-06
ePKA+RG.kcat,Receptors_S6K,Takei2004_Fig4B_pS6K.json,0.295503,0.295499,-4e-06
ePKA+RG.kcat,Receptors_S6K,Aditi_S6K.json,0.090683,0.090678,-4e-06
Epib2ARp1_barr2_internalize.Kf,PKA,Heubach2004_Table1.json,0.061988,0.061985,-3e-06
Intb2ARp1_deph.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229973,-3e-06
b2ARp2barr2p_dissoc.Kf,PKA,Heubach2004_Table1.json,0.061988,0.061991,3e-06
eGRK2+Epi_b2AR.kcat,PKA,Uematsu2015_Fig2E.json,0.229976,0.229979,3e-06
ePKA+DHPGR.Km,Receptors_MAPK,Antion2008_Fig1B_pERK2.json,0.255879,0.255882,3e-06
ePKA+DHPGR.Km,Receptors_S6K,Page2006_Fig2D.json,0.209504,0.2095,-3e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Ji2010_Fig1B_ERK_acute.json,0.653405,0.653408,3e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Lenz2005_Fig1C_ERK_BDNF.json,0.482511,0.482508,-3e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Li2013_Fig2A_pERK.json,0.190384,0.190387,3e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Kim2008_Fig1A.json,0.202756,0.20276,3e-06
ePKA+DHPGR.kcat,Receptors_S6K,Shehata2012_Fig4B_S6K.json,0.3749,0.374897,-3e-06
ePKA+RG.Km,Receptors_S6K,Takei2004_Fig4B_pS6K.json,0.295503,0.2955,-3e-06
ePKA+RG.Km,Receptors_S6K,Antion2008_Fig1C.json,0.166028,0.166031,3e-06
ePKA+RG.Km,Receptors_S6K,Antion2008_Fig6D_DHPG_LY294002.json,0.060039,0.060036,-3e-06
ePKA+RG.Km,Receptors_S6K,Shehata2012_Fig4B_S6K.json,0.3749,0.374897,-3e-06
ePKA+RG.kcat,Receptors_MAPK,Tang2015_Fig4D.json,0.671411,0.671414,3e-06
ePKA+RG.kcat,Receptors_MAPK,Zhang2016_Fig7C.json,0.376236,0.376233,-3e-06
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig1C.json,0.166028,0.16603,3e-06
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG.json,0.184359,0.184363,3e-06
ePKA+RG.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG_LY294002.json,0.060039,0.060042,3e-06
ePKA+RG.kcat,Receptors_S6K,Lenz2005_Fig1C_S6K_NMDA.json,0.403164,0.403167,3e-06
ePKA+RG.kcat,Receptors_S6K,Shehata2012_Fig4B_S6K.json,0.3749,0.374897,-3e-06
ePKA+RG.kcat,Receptors_protein,Auerbach2011_Fig2I_WT.json,0.061719,0.061722,3e-06
eGRK5+Epi_b2AR.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229978,2e-06
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig1C.json,0.166028,0.166029,2e-06
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig6D_DHPG.json,0.184359,0.184362,2e-06
ePKA+DHPGR.Km,Receptors_S6K,Antion2008_Fig6D_DHPG_Rapamycin.json,0.208294,0.208295,2e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Shah2003_Fig1B.json,0.506126,0.506124,-2e-06
ePKA+DHPGR.kcat,Receptors_MAPK,BarnesSA2015_Fig3Eii_WT.json,0.431367,0.431365,-2e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Osterweil2010_Fig2D_ERK.json,0.449975,0.449973,-2e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Kaphzan2006_Fig1B.json,0.273901,0.273899,-2e-06
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig1C.json,0.166028,0.166029,2e-06
ePKA+DHPGR.kcat,Receptors_S6K,Antion2008_Fig6D_DHPG.json,0.184359,0.184361,2e-06
ePKA+DHPGR.kcat,Receptors_S6K,Sethna2016_Fig1B.json,0.32077,0.320767,-2e-06
ePKA+DHPGR.kcat,Receptors_S6K,Sethna2016_Fig1D.json,0.383,0.382998,-2e-06
ePKA+DHPGR.kcat,Receptors_protein,Auerbach2011_Fig2I_WT.json,0.061719,0.061717,-2e-06
ePKA+DHPGR.kcat,Receptors_protein,Genheden2015_Fig2A.json,0.140543,0.140544,2e-06
ePKA+RG.Km,Receptors_MAPK,Gottschalk1999_Fig2A.json,0.263579,0.263577,-2e-06
ePKA+RG.Km,Receptors_MAPK,Ji2010_Fig1B_ERK_gradient.json,0.43685,0.436852,2e-06
ePKA+RG.Km,Receptors_MAPK,Tang2015_Fig4D.json,0.671411,0.671413,2e-06
ePKA+RG.Km,Receptors_S6K,Schratt2004_Fig8C_S6K.json,0.509849,0.509847,-2e-06
ePKA+RG.Km,Receptors_protein,Bowling2016_Fig1E_CA1.json,0.162367,0.162369,2e-06
ePKA+RG.Km,Receptors_protein,Genheden2015_Fig2A.json,0.140543,0.140544,2e-06
ePKA+RG.Km,Receptors_protein,Osterweil2010_Fig1G.json,0.112814,0.112812,-2e-06
ePKA+RG.kcat,Receptors_MAPK,Tucker1993_Fig7.json,0.518145,0.518143,-2e-06
ePKA+RG.kcat,Receptors_MAPK,Lenz2005_Fig1C_ERK_NMDA.json,0.319859,0.319861,2e-06
ePKA+RG.kcat,Receptors_S6K,Sethna2016_Fig1D.json,0.383,0.382998,-2e-06
ePKA+RG.kcat,Receptors_protein,Genheden2015_Fig2A.json,0.140543,0.140544,2e-06
ePKA+RG.kcat,Receptors_protein,Scheetz2000_Fig1B.json,0.224948,0.22495,2e-06
Epib2ARp1_deph.kcat,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227182,-1e-06
Epib2ARp2_barr2_internalize.Kf,PKA,Heubach2004_Table1.json,0.061988,0.06199,1e-06
Epib2ARp2_barr2_internalize.Kf,PKA,Uematsu2015_Fig2E.json,0.229976,0.229977,1e-06
Isob2ARp1_barr2_internalize.Kf,PKA,Heubach2004_Table1_Forskolin.json,0.227183,0.227183,1e-06
b2ARp2barr2p_deph.kcat,PKA,Heubach2004_Table1.json,0.061988,0.061989,1e-06
eGRK2+Epi_b2AR.Km,PKA,Uematsu2015_Fig2E.json,0.229976,0.229977,1e-06
ePKA+DHPGR.Km,Receptors_MAPK,Uematsu2015_Fig3B.json,0.488983,0.488984,1e-06
ePKA+DHPGR.Km,Receptors_MAPK,Zhang2016_Fig7C.json,0.376236,0.376237,1e-06
ePKA+DHPGR.Km,Receptors_MAPK,Zhu2017_Fig2C.json,0.11559,0.115591,1e-06
ePKA+DHPGR.Km,Receptors_S6K,Page2006_Fig4D.json,0.276424,0.276423,-1e-06
ePKA+DHPGR.Km,Receptors_S6K,Sethna2016_Fig1B.json,0.32077,0.320771,1e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Tang2015_Fig4D.json,0.671411,0.671412,1e-06
ePKA+DHPGR.kcat,Receptors_MAPK,Sethna2016_Fig1C.json,0.260798,0.260799,1e-06
ePKA+DHPGR.kcat,Receptors_S6K,Page2006_Fig4D.json,0.276424,0.276425,1e-06
